P4_A6;MB0423A7;CNEG02_06;Magdalena;teleo
P4_A7;MB0423A7;CNEG02_07;Magdalena;teleo
P4_A8;MB0423A7;CNEG02_08;Magdalena;teleo
P4_A9;MB0423A7;CNEG02_09;Magdalena;teleo
P4_A10;MB0423A7;CNEG02_10;Magdalena;teleo
P4_A11;MB0423A7;CNEG02_11;Magdalena;teleo
P4_A12;MB0423A7;CNEG02_12;Magdalena;teleo
P4_B1;MB0423A7;CNEG01_01;Magdalena;teleo
P4_B2;MB0423A7;CNEG01_02;Magdalena;teleo
P4_B3;MB0423A7;CNEG01_03;Magdalena;teleo
P4_B4;MB0423A7;CNEG01_04;Magdalena;teleo
P4_B5;MB0423A7;CNEG01_05;Magdalena;teleo
P4_B6;MB0423A7;CNEG01_06;Magdalena;teleo
P4_B7;MB0423A7;CNEG01_07;Magdalena;teleo
P4_B8;MB0423A7;CNEG01_08;Magdalena;teleo
P4_B9;MB0423A7;CNEG01_09;Magdalena;teleo
P4_B10;MB0423A7;CNEG01_10;Magdalena;teleo
P4_B11;MB0423A7;CNEG01_11;Magdalena;teleo
P4_B12;MB0423A7;CNEG01_12;Magdalena;teleo
P4_C1;MB0423A7;CNEG03_01;Magdalena;teleo
P4_C2;MB0423A7;CNEG03_02;Magdalena;teleo
P4_C3;MB0423A7;CNEG03_03;Magdalena;teleo
P4_C4;MB0423A7;CNEG03_04;Magdalena;teleo
P4_C5;MB0423A7;CNEG03_05;Magdalena;teleo
P4_C6;MB0423A7;CNEG03_06;Magdalena;teleo
P4_C7;MB0423A7;CNEG03_07;Magdalena;teleo
P4_C8;MB0423A7;CNEG03_08;Magdalena;teleo
P4_C9;MB0423A7;CNEG03_09;Magdalena;teleo
