"phylum","class","order","family","genus","species","acceptedScientificName","taxonomicStatus","iucnRedListCategory","decimalLatitude","decimalLongitude","issues"
"Chordata","",NA,"Colubridae","Pseudoboa","Pseudoboa neuwiedii","Pseudoboa neuwiedii (Duméril, Bibron & Duméril, 1854)","ACCEPTED","LC",8.278569,-73.607108,"cdround,colmafu,inmafu"
"Chordata","",NA,"Gymnophthalmidae","Loxopholis","Loxopholis rugiceps","Loxopholis rugiceps Cope, 1869","SYNONYM","LC",8.181667,-73.539167,"cdround,colmafu,inmafu"
"Chordata","",NA,"Gymnophthalmidae","Bachia","Bachia bicolor","Bachia bicolor (Cope, 1896)","ACCEPTED","LC",8.181667,-73.539167,"cdround,colmafu,inmafu"
"Chordata","","Clupeiformes","Engraulidae","Lycengraulis",NA,"Lycengraulis Günther, 1868","ACCEPTED","NE",9.095719,-73.799053,"colmafu,inmafu"
"Chordata","","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus johnstonei","Eleutherodactylus johnstonei Barbour, 1914","ACCEPTED","LC",10.983611,-74.800278,"cdround,inmafu"
"Chordata","",NA,"Teiidae","Ameiva","Ameiva bifrontata","Ameiva bifrontata Cope, 1862","ACCEPTED","LC",11.031556,-74.878611,"cdround,inmafu"
"Chordata","",NA,"Colubridae","Phimophis","Phimophis guianensis","Phimophis guianensis (Troschel, 1848)","ACCEPTED","LC",11.031556,-74.879583,"cdround,inmafu"
"Chordata","","Siluriformes","Pseudopimelodidae","Pseudopimelodus",NA,"Pseudopimelodus Bleeker, 1858","ACCEPTED","NE",8.948814,-74.066408,"cdround,colmafu,inmafu"
"Chordata","",NA,"Corytophanidae","Basiliscus","Basiliscus galeritus","Basiliscus galeritus Duméril, 1851","ACCEPTED","LC",9.2419,-74.4267,"inmafu"
"Chordata","",NA,"Colubridae","Thamnodynastes","Thamnodynastes pallidus","Thamnodynastes pallidus (Linnaeus, 1758)","ACCEPTED","LC",9.2419,-74.4267,"inmafu"
"Chordata","",NA,"Colubridae","Leptophis","Leptophis ahaetulla","Leptophis ahaetulla (Linnaeus, 1758)","ACCEPTED","LC",9.2419,-74.4267,"inmafu"
"Chordata","",NA,"Dactyloidae","Anolis",NA,"Anolis Daudin, 1802","ACCEPTED","NE",8.246937,-73.620738,"colmafu,inmafu"
"Chordata","","Anura","Bufonidae","Rhinella","Rhinella granulosa","Rhinella granulosa (Spix, 1824)","ACCEPTED","LC",9.25,-74.2333,"inmafu"
"Chordata","",NA,"Teiidae","Tupinambis","Tupinambis teguixin","Tupinambis teguixin (Linnaeus, 1758)","ACCEPTED","LC",9.2417,-74.2264,"inmafu"
"Chordata","",NA,"Anomalepididae","Liotyphlops",NA,"Liotyphlops Peters, 1881","ACCEPTED","NE",9.1472,-74.23,"inmafu"
"Chordata","",NA,"Dactyloidae","Anolis","Anolis nicefori","Anolis nicefori (Dunn, 1944)","ACCEPTED","LC",8.246937,-73.620738,"colmafu,inmafu"
"Chordata","","Passeriformes","Furnariidae","Sittasomus","Sittasomus griseicapillus","Sittasomus griseicapillus (Vieillot, 1818)","ACCEPTED","LC",9.994278,-75.070333,"cdround,gass84,inmano"
"Chordata","","Passeriformes",NA,NA,NA,"Passeriformes","ACCEPTED","NE",9.994278,-75.070333,"cdround,gass84,inmano"
"Chordata","","Anura","Hylidae","Trachycephalus","Trachycephalus venulosus","Trachycephalus venulosus (Laurenti, 1768)","ACCEPTED","LC",9.225833,-74.349722,"cdround,inmafu"
"Chordata","",NA,"Colubridae","Chironius","Chironius carinatus","Chironius carinatus (Linnaeus, 1758)","ACCEPTED","LC",9.2419,-74.4267,"inmafu"
"Chordata","",NA,"Gymnophthalmidae","Gymnophthalmus",NA,"Gymnophthalmus Merrem, 1820","ACCEPTED","NE",9.2417,-74.2264,"txmathi,inmafu"
"Chordata","","Gymnotiformes","Sternopygidae","Sternopygus",NA,"Sternopygus Müller & Troschel, 1849","ACCEPTED","NE",10.50984,-75.030237,"cdround,inmano"
"Chordata","","Siluriformes","Loricariidae","Hypostomus",NA,"Hypostomus Lacepède, 1803","ACCEPTED","NE",9.23058,-74.49391,"inmafu"
"Chordata","","Characiformes","Characidae","Hemibrycon","Hemibrycon colombianus","Hemibrycon colombianus Eigenmann, 1914","ACCEPTED","LC",9.23058,-74.49391,"inmafu"
"Chordata","","Characiformes","Characidae","Hemibrycon",NA,"Hemibrycon Günther, 1864","ACCEPTED","NE",10.651472,-74.762229,"cdround,inmano"
"Chordata","","Phlebobranchia","Ascidiidae","Ascidia",NA,"Ascidia Linnaeus, 1767","ACCEPTED",NA,11.09611,-74.67639,"inmano"
"Chordata","","Stolidobranchia","Pyuridae","Herdmania","Herdmania pallida","Herdmania pallida (Heller, 1878)","ACCEPTED","NE",11.15278,-74.69917,"inmano"
"Chordata","","Anura","Leptodactylidae","Leptodactylus","Leptodactylus mystacinus","Leptodactylus mystacinus (Burmeister, 1861)","ACCEPTED","LC",9.002852,-73.97864,"colmafu,inmafu"
"Chordata","","Chiroptera","Mormoopidae","Pteronotus","Pteronotus davyi","Pteronotus davyi Gray, 1838","ACCEPTED","LC",10.949722,-74.9825,"cdround,gass84,inmano"
"Chordata","","Chiroptera","Mormoopidae","Pteronotus","Pteronotus gymnonotus","Pteronotus gymnonotus (Natterer, 1843)","ACCEPTED","LC",10.949722,-74.9825,"cdround,gass84,inmano"
"Chordata","","Characiformes","Lebiasinidae","Lebiasina","Lebiasina floridablancaensis","Lebiasina floridablancaensis Ardila Rodríguez, 1994","ACCEPTED","LC",8.133333,-73.783333,"cdround,gass84,inmano"
"Chordata","","Characiformes","Bryconidae","Salminus",NA,"Salminus Agassiz, 1829","ACCEPTED","NE",9.276484,-74.673869,"colmafu,inmafu"
"Chordata","","Anura","Hylidae","Scinax","Scinax boulengeri","Scinax boulengeri (Cope, 1887)","ACCEPTED","LC",9.002935,-73.979642,"colmafu,inmafu"
"Chordata","","Perciformes","Cichlidae","Tilapia",NA,"Tilapia Smith, 1840","ACCEPTED","NE",10.333333,-75.1,"colmafu,inmafu"
"Chordata","","Anura",NA,NA,NA,"Anura","ACCEPTED","NE",9.004722,-73.978056,"colmafu,inmafu"
"Chordata","",NA,"Boidae","Corallus",NA,"Corallus Daudin, 1803","ACCEPTED","NE",9.100844,-73.97888,"cdround,colmafu,inmafu"
"Chordata","","Anura","Leptodactylidae","Leptodactylus",NA,"Leptodactylus Fitzinger, 1826","ACCEPTED","NE",9.002671,-73.976335,"colmafu,inmafu"
"Chordata","",NA,"Colubridae","Oxybelis","Oxybelis aeneus","Oxybelis aeneus (Wagler, 1824)","ACCEPTED","LC",9.100844,-73.978768,"cdround,colmafu,inmafu"
"Chordata","",NA,"Dactyloidae","Anolis","Anolis maculiventris","Anolis maculiventris Boulenger, 1898","ACCEPTED","LC",8.9586,-74.0808,"inmafu"
"Chordata","Mammalia","Carnivora","Mephitidae","Conepatus","Conepatus semistriatus","Conepatus semistriatus (Boddaert, 1785)","ACCEPTED","LC",9.930786,-75.121915,""
"Chordata","Mammalia","Carnivora","Felidae","Leopardus","Leopardus wiedii","Leopardus wiedii (Schinz, 1821)","ACCEPTED","NT",9.934097,-75.115451,""
"Chordata","Mammalia","Rodentia","Sciuridae","Syntheosciurus",NA,"Syntheosciurus Bangs, 1902","ACCEPTED","NE",9.934097,-75.115451,"txmathi"
"Chordata","Aves","Passeriformes","Tyrannidae",NA,NA,"Tyrannidae","ACCEPTED","NE",8.31358,-73.62247,""
"Chordata","Aves","Charadriiformes","Laridae","Gelochelidon",NA,"Gelochelidon C.L.Brehm, 1830","ACCEPTED","NE",11.197306,-74.878056,""
"Chordata","Aves","Charadriiformes","Laridae","Thalasseus",NA,"Thalasseus F.Boie, 1822","ACCEPTED","NE",11.140139,-75.028778,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira bakeri","Sturnira bakeri Velazco & Patterson, 2014","ACCEPTED","LC",8.27516,-73.58157,""
"Chordata","Mammalia","Carnivora","Felidae","Puma","Puma yagouaroundi","Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)","SYNONYM","LC",9.927972,-75.105972,"cdround"
"Chordata","Mammalia","Rodentia",NA,NA,NA,"Rodentia","ACCEPTED","NE",9.973192,-75.117223,"cdround"
"Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus",NA,"Sylvilagus Gray, 1867","ACCEPTED","NE",9.926111,-75.10778,""
"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,"Leopardus Gray, 1842","ACCEPTED","NE",9.876733,-75.078387,""
"Chordata","Mammalia","Rodentia","Erethizontidae","Coendou",NA,"Coendou Lacépède, 1799","ACCEPTED","NE",10.03806,-75.11639,""
"Chordata","Mammalia","Carnivora","Felidae","Puma","Puma concolor","Puma concolor (Linnaeus, 1771)","ACCEPTED","LC",9.940667,-75.105139,"cdround"
"Chordata","Testudines",NA,"Chelidae","Mesoclemmys","Mesoclemmys dahli","Mesoclemmys dahli (Zangerl & Medem, 1958)","ACCEPTED","CR",9.97516,-75.11381,""
"Chordata","Aves","Passeriformes","Thamnophilidae",NA,NA,"Thamnophilidae","ACCEPTED","NE",11.007264,-74.685934,""
"Chordata","Testudines",NA,"Cheloniidae","Eretmochelys","Eretmochelys imbricata","Eretmochelys imbricata (Linnaeus, 1766)","ACCEPTED","CR",11.09,-74.577,"cudc,gass84,gdativ"
"Chordata","Aves","Passeriformes","Tyrannidae","Hemitriccus",NA,"Hemitriccus Cabanis & Heine, 1859","ACCEPTED","NE",9.966639,-74.849972,"cdround,gass84"
"Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus",NA,"Cantorchilus N.I.Mann, Barker, J.A.Graves, K.A.Dingess-Mann & P.J.B.Slater, 2006","ACCEPTED","NE",9.966639,-74.849972,"cdround,gass84"
"Chordata","Aves","Passeriformes","Tyrannidae","Attila","Attila spadiceus","Attila spadiceus (Gmelin, 1789)","ACCEPTED","LC",9.966639,-74.849972,"cdround,gass84"
"Chordata","Aves","Passeriformes","Fringillidae","Euphonia",NA,"Euphonia Desmarest, 1806","ACCEPTED","NE",9.966639,-74.849972,"cdround,gass84,txmathi"
